Visit ID,Visit Date,Patient ID,Diagnosis Category,Diagnosis Sub Category,Treatment Category,Treatment Sub Category,New Patient,Consulting Physician,Patient Name,Patient Gender,Patient Age Range,Patient Blood Type,Patient Insurance Number,Patient Phone,Patient Address,Patient Occupation,Patient Emergency Contact
VIV366166,2017-03-10,PMA945976,Cancer,Breast Cancer,Alternative Treatment,Acupuncture,True,Dr. Shelly Hunt,Alyssa Jones,Female,41-50,O-,D641835998,017970545782,"Nadine-Otto-Ring 6/2
48731 Merseburg","Doctor, general practice","Zachary Stafford, 016972053378."
VXE823123,2017-03-10,PQZ918333,,,"Diagnostic Imaging, Screening and Testing",,True,Dr. Shelly Hunt,Daisy Wilson,Male,51-64,A+,X514242883,017252866802,"Noackgasse 97
12759 Rothenburg ob der Tauber",Consulting civil engineer,"Gina Cohen MD, 017802508079."
VDZ762249,2017-03-10,PGR227979,Cancer,Esophagus Cancer,Cancer Treatment,Radiation Oncology,False,Dr. Michelle Lamb,Hannah Rodriguez,Male,51-64,B-,U514294499,015068020371,"Cynthia-Roht-Straße 1
20575 Wertingen",Retail buyer,"Frank Morgan, 015500550730."
VEI261142,2017-03-10,PSM912350,Cancer,Prostate Cancer,Cancer Treatment,Proton Beam Therapy,True,Dr. Shelly Hunt,Kimberly Smith,Male,65+,B-,H189358561,016831048584,"Fischerallee 687
88134 Scheinfeld",Bonds trader,"Joseph Stewart, 017312078614."
VXL803530,2017-03-11,PWR671058,Central Nervous System/ Neuromuscular,Headache/Migraine,Pharmacy/Prescription Drugs,Treatment for Migraine,True,Dr. Eddie Young,Sara Wilson,Female,31-40,AB-,R644710659,017535207903,"Zimmerstraße 315
98151 Siegen",Ceramics designer,"Nancy Wright, 016987867685."
VZE772368,2017-03-11,PGC400328,Mental,ADHD - Attention Deficit Hyperactivity Disorder,Mental Health Treatment,Residential Treatment Center - Discharge,True,Dr. Eddie Young,James Gray,Female,10-20,B-,Q645923122,017619663216,"Schülerstr. 05
74928 Dieburg",Higher education lecturer,"Amy Taylor, 016869125116."
VND034528,2017-03-11,PKB466541,Pediatrics,Delayed Speech,Acute Medical Services - Outpatient,Speech Therapy,False,Dr. Shelly Hunt,Sarah Harris,Male,0-10,AB+,G412183746,015692670878,"Sorgatzplatz 8
77029 Luckau","Designer, exhibition/display","Brittany Ward, 015693172770."
VAV172387,2017-03-11,PFD861487,Autism Spectrum,Autism-PDD-NOS,,ABA-Applied Behavioral Analysis,True,Dr. James Barber,Betty Nguyen,Male,10-20,O-,Z482974126,016852748836,"Lindnerplatz 4
19226 München",Community pharmacist,"Kristen Thomas, 017646193724."
VKC022846,2017-03-11,PVB979956,Cancer,Breast Cancer,Cancer Treatment,Chemotherapy,False,Dr. Michelle Lamb,Ann Villarreal,Female,41-50,O-,G672714213,017462600225,"Reinhardtweg 3/3
29050 Borna",Outdoor activities/education manager,"Stephanie Turner, 016690253584."
VTN148979,2017-03-11,PES874064,Pediatrics,Delayed Speech,Rehabilitation Services - Outpatient,Speech Therapy,True,Dr. Michelle Lamb,Jaime Edwards,Female,0-10,B+,Private,017414947630,"Tschentscherstraße 2
56117 Brilon","Journalist, broadcasting","Karen Mcdaniel, 017147979943."
VLC215977,2017-03-11,PKH472376,OB-Gyn/ Pregnancy,Female Breast Disorder,Emergency/Urgent Care,Emergency Room,False,Dr. Eddie Young,Barbara Collins,Female,31-40,B+,A141902635,015259682144,"Hans-Günther-Vogt-Straße 05
54350 Saulgau",Environmental consultant,"Charles Reed, 017401387891."
VGA862998,2017-03-11,PPP634351,Orthopedic/ Musculoskeletal,Back Pain,Reconstructive/Plastic Surgery,Panniculectomy,False,Dr. Shelly Hunt,Julie Garza,Female,51-64,A-,Private,017812616297,"Netteplatz 22
50027 Bad Freienwalde","Designer, fashion/clothing","Thomas Herrera, 017147590764."
VMV611657,2017-03-11,PCO184488,Cardiac/Circulatory,Varicose Veins,Durable Medical Equipment,Compression Garments,True,Dr. Michelle Lamb,Jonathan Allen,Other,0-10,B-,Private,017174023089,"Norman-Mosemann-Weg 32
60694 Magdeburg",Clinical molecular geneticist,"Jessica Quinn, 017529819733."
VXE562545,2017-03-11,PZO091627,Cancer,Uterine Cancer,"Diagnostic Imaging, Screening and Testing",PET Scan,True,Dr. James Barber,Autumn Wise,Female,51-64,A-,P885931208,016875111448,"Staudeallee 2/0
33520 Parchim",Chief Financial Officer,"John Anderson DDS, 016467169159."
VTV433475,2017-03-11,PBE339547,Infectious,Hepatitis,Pharmacy/Prescription Drugs,Anti-virals,True,Dr. Michelle Lamb,Katherine Henry,Female,21-30,A+,L163767801,015338434257,"Jacobi Jäckelring 769
76190 Belzig",Legal executive,"Sara Mcdonald, 016981609518."
VLY488666,2017-03-11,PGH496698,Orthopedic/ Musculoskeletal,,Durable Medical Equipment,CPM Machine,True,Dr. Eddie Young,Matthew Greer,Male,41-50,AB+,B903000662,015752370476,"Thiesplatz 7/8
53003 Schwarzenberg",Mudlogger,"Joan Snyder, 015234854275."
VNK008764,2017-03-11,PIS295551,Orthopedic/ Musculoskeletal,Tendon Problem,Durable Medical Equipment,Electric Scooter,True,Dr. Jerry Daniels,James Mitchell,Male,51-64,O-,M461441015,016392198263,"Gustav-Junck-Allee 5/9
89520 Beilngries",Careers adviser,"Melissa Oconnor, 017390778304."
VRH803699,2017-03-11,PRY083457,Cancer,Pancreas Cancer,"Diagnostic Imaging, Screening and Testing",PET Scan,False,Dr. Michelle Lamb,Tyrone Patterson,Female,51-64,AB+,K969521443,015829585245,"Tamara-Lorch-Straße 0
94883 Neu-Ulm",Analytical chemist,"Linda Martinez, 016937890975."
VVZ533902,2017-03-11,PJA029090,Mental,,,,False,Dr. Jerry Daniels,Anna Brown,Female,10-20,O+,M957132864,015938686324,"Seifertgasse 17
97170 Fürstenfeldbruck","Conservator, furniture","Timothy Davis, 016362026494."
VYH478221,2017-03-12,PVJ473897,Central Nervous System/ Neuromuscular,,"Diagnostic Imaging, Screening and Testing",MRI,False,Dr. Michelle Lamb,Emma Greene,Male,65+,A-,Z577300206,016818925293,"Gröttnerallee 92
35987 Görlitz",Immunologist,"Meagan Flynn, 017641454317."
VBL890827,2017-03-12,PZI990662,Central Nervous System/ Neuromuscular,Headache/Migraine,Acute Medical Services - Outpatient,Emergency Room,True,Dr. James Barber,Tina Cruz,Female,51-64,O+,J993597791,017128824003,"Sieringstraße 708
18489 Wurzen",Archaeologist,"Mark Gardner, 016688995521."
VJM355400,2017-03-12,PNA818282,Mental,Eating Disorder,Mental Health Treatment,Residential Treatment Center - Admission,False,Dr. James Barber,Patrick Rhodes,Female,21-30,A+,M408300216,015280994871,"Heinrichring 795
32716 Lüneburg",Trading standards officer,"John Young, 017121514327."
VPX565556,2017-03-12,PCB812752,Mental,Depression - Severe,Mental Health Treatment,Psychotherapy,True,Dr. James Barber,Russell Goodman,Female,41-50,A-,Private,016106943953,"Huhnallee 62
55573 Eckernförde","Therapist, music","Terri Mejia, 017156038715."
VPI232651,2017-03-12,PNF645012,Cardiac/Circulatory,Varicose Veins,Pharmacy/Prescription Drugs,,True,Dr. Alexandria Gaines,Melanie Rodriguez,Female,51-64,O+,Z253281728,015837463868,"Junckweg 1/8
57147 Ebern",Camera operator,"Dr. Charles Stewart, 016223432895."
VDM990328,2017-03-12,PXK023923,Autism Spectrum,,Rehabilitation Services - Outpatient,Occupational Therapy,True,Dr. Eddie Young,Warren Gonzales,Male,0-10,B+,D926076694,017259341392,"Hans-Peter-Weitzel-Platz 2/0
19731 Genthin","Psychologist, prison and probation services","Paige Ford, 016426250629."
VKD900530,2017-03-12,PWC194666,Cancer,Breast Cancer,"Diagnostic Imaging, Screening and Testing",MRI,False,Dr. Michelle Lamb,Wendy Guzman,Female,51-64,A+,T565420888,016332655576,"René-Bohnbach-Allee 073
47232 Illertissen",Production engineer,"Angela Patterson, 016200094229."
VOO749818,2017-03-12,PPE024169,Mental,Depression - Severe,Mental Health Treatment,Acute Psychiatric Facility Admission,False,Dr. Eddie Young,Margaret Pope,Female,65+,B+,X797791168,017030613865,"Kramerstr. 84
75458 Ebern",Adult nurse,"Brett Mendez, 015390980363."
VEO152101,2017-03-12,PTY721820,Central Nervous System/ Neuromuscular,,Pharmacy/Prescription Drugs,Botox Injection,True,Dr. Jerry Daniels,Ryan Bennett,Female,41-50,A+,Y605317242,017395145353,"Holzapfelstraße 8/3
68432 Stuttgart",Metallurgist,"Steve Haas, 015471765175."
VAE135956,2017-03-12,PLK024974,Cancer,,"Diagnostic Imaging, Screening and Testing",MRI,True,Dr. Shelly Hunt,Matthew Barnes,Female,51-64,B-,N203720322,015561818486,"Eigenwilligstr. 8
74372 Scheinfeld","Copywriter, advertising","Amy Lewis, 015034242370."
VOT410941,2017-03-12,PJR895455,Mental,Psychosis,Mental Health Treatment,Acute Psychiatric Facility Admission,True,Dr. Alexandria Gaines,Isaac Dennis,Male,21-30,O-,X647991179,015179266713,"Sauerallee 594
81032 Bogen",Field seismologist,"Audrey Hogan, 015541813127."
VDA271729,2017-03-12,PGI082937,Respiratory System,Bronchitis,Pharmacy/Prescription Drugs,Anti-histamines,True,Dr. Jerry Daniels,Larry Clarke,Female,51-64,B+,T552623813,015665237259,"Adolphweg 056
88807 Ludwigslust","Librarian, public","Courtney Harris, 016261843846."
VLT750400,2017-03-13,PHB273693,Infectious,Hepatitis,Pharmacy/Prescription Drugs,Anti-virals,True,Dr. Eddie Young,Robert Rocha,Female,51-64,B-,H721353412,015595491949,"Dan-Harloff-Weg 88
83213 Griesbach Rottal",Human resources officer,"Thomas Kim, 015176312553."
VLG925099,2017-03-13,PSZ274269,Autism Spectrum,Autism-PDD-NOS,,Speech Therapy,False,Dr. James Barber,Jill Conley,Female,0-10,O-,M561807798,016789319231,"Steyplatz 56
58672 Kitzingen",Politician's assistant,"Ashley Manning, 015226040552."
VUK481365,2017-03-13,PTD247283,Central Nervous System/ Neuromuscular,Migraine,Pharmacy/Prescription Drugs,Botox Injection,True,Dr. Shelly Hunt,Rachel Kennedy,Female,31-40,A-,N662764910,016934261804,"Jacobstraße 2
98232 Dresden",Market researcher,"Stephanie Jones, 016584970527."
VJX403521,2017-03-13,PRR326630,Orthopedic/ Musculoskeletal,Vertebral Disc Problem,Orthopedic,,True,Dr. Michelle Lamb,Nicole Carlson,Male,51-64,O-,H353910285,017408981278,"Finkeweg 13
77947 Gerolzhofen",Psychiatrist,"Erica Jackson, 016938529855."
VCP132054,2017-03-13,PDV691306,Mental,Depression,Mental Health Treatment,Residential Treatment Center - Admission,True,Dr. Jerry Daniels,Christine Terry,Male,10-20,O+,A859674436,016598563953,"Textorallee 2
41268 Freital",Psychiatric nurse,"Victoria James, 015296019210."
VEN379617,2017-03-13,PES874064,Autism Spectrum,Autism-PDD-NOS,,Speech Therapy,False,Dr. Michelle Lamb,Jaime Edwards,Female,0-10,B+,Private,017414947630,"Tschentscherstraße 2
56117 Brilon","Journalist, broadcasting","Karen Mcdaniel, 017147979943."
VAA637405,2017-03-13,PXK023923,Autism Spectrum,,,,False,Dr. Jerry Daniels,Warren Gonzales,Male,0-10,B+,D926076694,017259341392,"Hans-Peter-Weitzel-Platz 2/0
19731 Genthin","Psychologist, prison and probation services","Paige Ford, 016426250629."
VPH126617,2017-03-13,PXL826833,Cancer,Prostate Cancer,Cancer Treatment,,True,Dr. Michelle Lamb,Kevin Reilly,Male,51-64,AB+,H254151310,017575626174,"Haeringplatz 0
49014 Rudolstadt",Television production assistant,"Katie Nolan, 016722529621."
VKL044835,2017-03-13,PFC879918,OB-Gyn/ Pregnancy,Female Breast Disorder,"Diagnostic Imaging, Screening and Testing",Mammography,True,Dr. Eddie Young,Eric White,Female,31-40,B-,Q805651810,017100824312,"Karl-Werner-Walter-Weg 94
53535 Flöha",Chartered public finance accountant,"Kara Jordan, 016789720598."
VNX355209,2017-03-13,PUF919240,Mental,Depression,Mental Health Treatment,Psychotherapy,False,Dr. Michelle Lamb,Kristi Jones,Female,21-30,A+,B100271744,015719526927,"Wibke-Hande-Gasse 002
27403 Rudolstadt",Animal technologist,"Tyler Zavala, 016041729155."
VHC366548,2017-03-13,PBP227611,Infectious,Onychomycosis/ Nail Fungus,Pharmacy/Prescription Drugs,Anti-Fungal,False,Dr. James Barber,Brooke Garcia,Female,51-64,AB+,V972115910,015100614806,"Enno-Geisler-Straße 23
85753 Merseburg","Engineer, civil (consulting)","Allison Diaz, 015175481503."
VHX897995,2017-03-13,POJ392478,OB-Gyn/ Pregnancy,Ovarian Cyst,Alternative Treatment,Acupuncture,False,Dr. Michelle Lamb,Amy Gutierrez,Female,10-20,B+,G157964802,017437490665,"Schweitzerstraße 04
34017 Nürtingen",Trade mark attorney,"Rita Schwartz, 015238588841."
VDL604915,2017-03-13,PBP227611,Vision,Eyelid Droop,Reconstructive/Plastic Surgery,Blepharoplasty,False,Dr. Michelle Lamb,Brooke Garcia,Female,51-64,AB+,V972115910,015100614806,"Enno-Geisler-Straße 23
85753 Merseburg","Engineer, civil (consulting)","Allison Diaz, 015175481503."
VZH508551,2017-03-13,PUZ388618,Mental,ADHD - Attention Deficit Hyperactivity Disorder,Diagnostic/Physician Evaluation,Specialty Consultation Referral,False,Dr. Jerry Daniels,Melissa James,Other,0-10,AB-,C185402374,017307160723,"Ingried-Dobes-Allee 28
84260 Brand",Public house manager,"Daniel Fuller, 016347280099."
VLI966160,2017-03-13,PZF424264,Infectious,Hepatitis,Pharmacy/Prescription Drugs,Anti-virals,True,Dr. Eddie Young,Michelle Russell,Male,51-64,AB+,Private,016258130833,"Salzweg 6/8
88372 Genthin",Toxicologist,"Mike Singh, 016044508878."
VLK820675,2017-03-13,PNW057397,Mental,Eating Disorder,Mental Health Treatment,Residential Treatment Center - Admission,True,Dr. Alexandria Gaines,Ross Allen,Female,21-30,AB-,Private,017675622311,"Hanni-Dehmel-Straße 46
60681 Groß-Gerau",Forest/woodland manager,"Amber Henderson, 015437008926."
VWR317271,2017-03-13,PLW463319,Central Nervous System/ Neuromuscular,Multiple Sclerosis,Pharmacy/Prescription Drugs,IVIG Therapy,True,Dr. Alexandria Gaines,Manuel Mcpherson,Male,51-64,B-,Private,017830328403,"Spießallee 054
73386 Wittstock","Surveyor, building","Dylan Lee, 016427936016."
VAT461595,2017-03-13,PNB529910,OB-Gyn/ Pregnancy,Female Breast Disorder,"Diagnostic Imaging, Screening and Testing",MRI,False,Dr. Michelle Lamb,Alexandria Brown,Female,51-64,AB+,H414747517,015592731693,"Rennerplatz 4
55309 Brilon",Chief Operating Officer,"Mary Hess, 015465459506."
VUN612714,2017-03-14,PPW622989,Mental,Autism,Rehabilitation Services - Outpatient,Speech Therapy,False,Dr. Michelle Lamb,Denise Collins,Male,0-10,AB-,Z402517203,015095386682,"Grafstraße 6
34548 Berlin","Therapist, art","Matthew Robinson, 016314504886."
VSR412960,2017-03-14,PGB192372,Central Nervous System/ Neuromuscular,Epilepsy,"Diagnostic Imaging, Screening and Testing",CT Scan,False,Dr. James Barber,Manuel Nguyen,Male,21-30,O+,B686043359,017975417100,"Anika-Linke-Gasse 0
80610 Eichstätt","Engineer, civil (contracting)","Morgan Morris, 015660121953."
VDH291257,2017-03-14,PJK715351,Cancer,Lung Cancer,Cancer Treatment,Surgery,False,Dr. Jerry Daniels,Kendra Bailey,Male,51-64,A+,F822921194,015947528257,"Meyerstr. 9/7
44663 Waldmünchen","Librarian, academic","Samuel Flores, 015731327732."
VKC851199,2017-03-14,PLV266065,Endocrine/ Metabolic,Hormone Deficiency,Pharmacy/Prescription Drugs,Hormones,True,Dr. Jerry Daniels,Peter Davenport,Female,10-20,B+,C108481545,016756449730,"Barthstraße 4
23365 Cloppenburg",Probation officer,"Joel Obrien, 017835452329."
VCJ040727,2017-03-14,PTT586229,Cardiac/Circulatory,Cardiac Valve Disease,"Diagnostic Imaging, Screening and Testing",CT Scan,False,Dr. Alexandria Gaines,David Terry,Male,31-40,O+,J906255433,015622825311,"Speerring 644
62831 Stade",Clinical embryologist,"Brenda Walters, 015513888673."
VCD998718,2017-03-14,PWW772268,Cancer,Skin Cancer,Cancer Treatment,,False,Dr. Alexandria Gaines,Susan Torres,Female,51-64,AB-,W325369833,017425541116,"Eberhardtstr. 8/8
45072 Hannoversch Münden","Engineer, building services","Joseph Wright, 017718951120."
VHU122177,2017-03-14,PUZ197584,Mental,Substance Abuse/ Addiction,Mental Health Treatment,Drug Rehabilitation Program,False,Dr. Eddie Young,Joseph Hall,Female,21-30,O-,W486641188,017895798434,"Hugo-Löffler-Allee 64
98079 Wolfratshausen","Therapist, occupational","Ronald Rose, 016059528490."
VLB545521,2017-03-14,PWN860457,Mental,Autism,Pharmacy/Prescription Drugs,Vitamins,True,Dr. Shelly Hunt,Scott Kim,Other,0-10,A-,E467449957,015769124794,"Lea-Häring-Platz 3/5
98266 Groß-Gerau","Journalist, broadcasting","Travis Green, 017214216625."
VKJ305929,2017-03-14,PIW156659,Autism Spectrum,Autism-PDD-NOS,,Speech Therapy,True,Dr. Jerry Daniels,Jennifer Archer,Male,0-10,O-,I847180081,017351154499,"Calogero-Mälzer-Gasse 1
44398 Peine",Research scientist (life sciences),"Jennifer Hamilton, 017097968169."
VIQ265920,2017-03-14,PET838764,Central Nervous System/ Neuromuscular,,Pharmacy/Prescription Drugs,Botox Injection,True,Dr. Jerry Daniels,Caitlin Smith,Female,41-50,AB-,Y342107552,017916524783,"Kordula-Heydrich-Ring 7
96761 Ingolstadt","Designer, blown glass/stained glass","Robert Armstrong DDS, 016260927698."
VDJ390756,2017-03-14,PHW314873,Cardiac/Circulatory,Heart Attack/Angina,,,True,Dr. Eddie Young,Diana Robinson,Male,51-64,B+,Q544144624,015167878266,"Buttering 2
67069 Neunburg vorm Wald","Secretary, company","Cynthia Whitaker, 015017943375."
VBQ357718,2017-03-15,PFI614251,Mental,Bipolar Disorder,Mental Health Treatment,Acute Psychiatric Facility Admission,True,Dr. Alexandria Gaines,Howard Curry,Male,21-30,AB+,C213722996,015028148434,"Zahnplatz 255
79510 Fürstenwalde",Retail manager,"Nicole Pope, 016740645267."
VJL066690,2017-03-15,PEZ961691,Central Nervous System/ Neuromuscular,,Pharmacy/Prescription Drugs,IVIG Therapy,False,Dr. Alexandria Gaines,Gabrielle Harrington,Male,41-50,A-,Private,016980404137,"Wojciech-Gröttner-Allee 1
41420 Beeskow",Wellsite geologist,"Ashley Snyder, 016919219407."
VJP139455,2017-03-15,PBN529995,Endocrine/ Metabolic,Growth Hormone Deficiency,Pharmacy/Prescription Drugs,Hormones,False,Dr. Jerry Daniels,Lauren Myers,Male,41-50,AB-,Q944664996,016340053338,"Valentin-Ritter-Gasse 34
89444 Bitterfeld",Communications engineer,"Ariel Robertson, 017450579274."
VNI960434,2017-03-15,PMX372025,Respiratory System,Respiratory Sincytial Virus,Pharmacy/Prescription Drugs,Non-FDA Approved Use,True,Dr. James Barber,Diane Reyes,Female,0-10,A-,D415144077,016385514019,"Gerlachgasse 92
22940 Grimma",Theatre director,"Jason Alexander, 017018463495."
VAO748263,2017-03-15,PIB813375,Mental,Alcohol Abuse/ Addiction,Mental Health Treatment,Alcohol Rehabilitation Program,True,Dr. James Barber,Jordan Horne,Female,41-50,B-,B614653706,016487822978,"Janina-Schleich-Gasse 208
91367 Lichtenfels","Production designer, theatre/television/film","Joseph Graham, 017731475992."
VSJ607938,2017-03-15,PPQ890704,Morbid Obesity,,Reconstructive/Plastic Surgery,Panniculectomy,True,Dr. Jerry Daniels,Stephanie Walton,Female,51-64,A+,C563691691,015496553107,"Jungferstraße 5
42847 Neunburg vorm Wald","Surveyor, rural practice","Carmen Kim, 016588377781."
VLP201300,2017-03-15,PFD861487,Mental,Depression,Mental Health Treatment,Residential Treatment Center - Admission,False,Dr. Shelly Hunt,Betty Nguyen,Male,10-20,O-,Z482974126,016852748836,"Lindnerplatz 4
19226 München",Community pharmacist,"Kristen Thomas, 017646193724."
VRT917218,2017-03-16,PDA907514,Skin,Psoriasis,Pharmacy/Prescription Drugs,Skin Treatment,True,Dr. Eddie Young,Amanda Benton,Female,41-50,AB-,A153656595,016625736131,"Carmelo-Gute-Allee 229
51762 Ahaus",Garment/textile technologist,"Dennis Hernandez, 015909508663."
VPP057829,2017-03-16,PYR452013,Pediatrics,,Rehabilitation Services - Outpatient,Speech Therapy,False,Dr. Eddie Young,Kimberly Beck,Female,0-10,B-,Private,016782542261,"Müllerweg 859
92413 Badoberan",Senior tax professional/tax inspector,"Eric Trujillo, 017573036148."
VKQ842844,2017-03-16,PNS851227,Infectious,Hepatitis,Pharmacy/Prescription Drugs,Anti-virals,False,Dr. Eddie Young,Julie Flores,Male,51-64,AB-,O251430525,015826914461,"Faruk-Heintze-Ring 770
94742 Grafenau","Optician, dispensing","Sierra Hawkins, 015708041704."
VZZ195831,2017-03-16,PAR391157,Central Nervous System/ Neuromuscular,,Pharmacy/Prescription Drugs,Non-FDA Approved Use,True,Dr. Michelle Lamb,Tammy Hoffman,Female,21-30,O-,S723355142,017559671634,"Meike-Junk-Ring 69
17821 Nördlingen","Engineer, land","Andrew Hatfield, 016013123629."
VVG148668,2017-03-16,PUF516254,Cardiac/Circulatory,Stroke/ CVA,Rehabilitation Services - Outpatient,Speech Therapy,True,Dr. Eddie Young,Joseph Howard,Male,41-50,AB+,O851756790,017423683994,"Wesackplatz 950
23294 Wittenberg",Control and instrumentation engineer,"Samuel Serrano Jr., 017598259353."
VPP073673,2017-03-16,PBA289035,Respiratory System,Sleep Apnea,"Diagnostic Imaging, Screening and Testing",CT Scan,False,Dr. James Barber,Jeremy Pearson,Female,51-64,AB-,D608948336,015928914342,"Angelique-Kramer-Ring 3
15473 Döbeln",Contracting civil engineer,"Tammy Carr, 016163391789."
